post_id,name,shares,likes,loves,wow,cares,sad,angry,haha,reactions_count,comments,content,posted_on,video,image,post_url
pfbid036Wu7EBNTm8UNsKQT8w98k6GP6gryimq9jP3AFRunCGEdRhpGnRDQ1r8TEosTuVNdl,Laphonza Butler,0,0,1,0,0,0,0,0,1,0,Everyone deserves full access to reproductive health care no matter where they live.,2023-01-07T00:00:00,[],https://external.ftll2-1.fna.fbcdn.net/emg1/v/t13/2237608077837062961?url=https%3A%2F%2Fpbs.twimg.com%2Fprofile_images%2F1380657780865044480%2FBBxmnji2_400x400.jpg&fb_obo=1&utld=twimg.com&stp=c0.5000x0.5000f_dst-jpg_flffffff_p139x139_q75&ccb=13-1&oh=06_AbE31zeOlAfp3aAnnXVEiiTmGTZDzsbI2QD1xiyyRkswVw&oe=653B1FC4&_nc_sid=dbad39,https://www.facebook.com/laphonza/posts/pfbid036Wu7EBNTm8UNsKQT8w98k6GP6gryimq9jP3AFRunCGEdRhpGnRDQ1r8TEosTuVNdl?__cft__[0]=AZV5UoC4qpce1Z93bJBNFVaUy539IpL1j8o0sRR1KD4HzWuA5_AlRv0btetq3TGOgI6i_NPZFSTeB50POPnMP-VHe-2Tgzk1sQYNutM5qvDUiGL9-buG77hfYEnXpOCWCJp6j7BR0XBsW-i1IzMOwS88nAqfQKotSivhiFBxFSjYSxZtp4pHR2K63kpOD7IPrZvJgWG9FiMFUGwRVJUjt1P2&__tn__=%2CO%2CP-R
pfbid04u6BmmVUzYPG4eme21f8E7Xib78G5aYfcmBjwGsNJ5Yq3TnLLJa4Hs8BcEUjuxLMl,Laphonza Butler,0,0,0,0,0,0,0,0,0,0,Unacceptable. We can do better.,2023-01-07T00:00:00,[],https://external.ftll2-1.fna.fbcdn.net/emg1/v/t13/3587959722979155270?url=https%3A%2F%2Fimg.assets-d.propublica.org%2Fv5%2Fimages%2F202212XX-StillbirthsRacialDisparities_01.jpg%3Fcrop%3Dfocalpoint%26fit%3Dcrop%26fp-x%3D0.5039%26fp-y%3D0.4165%26h%3D630%26imgixProfile%3DpropublicaAssetsV5%26q%3D90%26w%3D1200%26s%3D55f39de04d59aeaa8e114b58f691f382&fb_obo=1&utld=propublica.org&stp=c0.5000x0.5000f_dst-jpg_flffffff_p500x261_q75&ccb=13-1&oh=06_AbGGeg57-p7Uy4M4RNvqHMejpw68_MWQBQM3VbF2waTnfQ&oe=653B0CC8&_nc_sid=dbad39,https://www.facebook.com/laphonza/posts/pfbid04u6BmmVUzYPG4eme21f8E7Xib78G5aYfcmBjwGsNJ5Yq3TnLLJa4Hs8BcEUjuxLMl?__cft__[0]=AZVb83SohS4sB5vHkIFJk3CUatGAsfWZPpzd6ILGMuXhm4-pBLrBBGPoOSU3q5RqZ2kfs0calVtiKDHNju1j1T8wKcsd0KPwasYuozNWDg-G2-_4VOABbByyqSEyW_QTORI8R5NowGp-5OBd4sek61KOMa-3q78AOKsZime9LH8Ga8_8wXkE1i-DWQEkRxHd3i_dhwrJwVkg1hRsLrpVpDp0&__tn__=%2CO%2CP-R
pfbid0cGy3PnkmWCKBhAwRUfPQyoUoRhMdWd3p2Z9d6iWxQzvNuCzHfcYGPm82YFr1946El,Laphonza Butler,0,0,0,0,0,0,0,0,0,0,Sen. Stabenow is a pro-choice champion for all women that we have been proud to support since 1996. We congratulate her on her remarkable legacy of public service.,2023-01-07T00:00:00,[],https://external.ftll2-1.fna.fbcdn.net/emg1/v/t13/13541741257651551024?url=https%3A%2F%2Fwww.gannett-cdn.com%2F-mm-%2F960e2f9e8ffbde3df3ae9d6138d1dbfbd63cde4a%2Fc%3D0-178-2397-1532%2Flocal%2F-%2Fmedia%2F2017%2F04%2F11%2FDetroitFreePress%2FDetroitFreePress%2F636275059103957379-Debbie-Stabenow.jpg%3Fwidth%3D2397%26height%3D1354%26fit%3Dcrop%26format%3Dpjpg%26auto%3Dwebp&fb_obo=1&utld=gannett-cdn.com&stp=c0.5000x0.5000f_dst-jpg_flffffff_p500x261_q75&ccb=13-1&oh=06_AbEZnEDI7ZCWa_72rdMcpdoGxC3noWpuwfYXwiudU6PhRA&oe=653ACC16&_nc_sid=dbad39,https://www.facebook.com/laphonza/posts/pfbid0cGy3PnkmWCKBhAwRUfPQyoUoRhMdWd3p2Z9d6iWxQzvNuCzHfcYGPm82YFr1946El?__cft__[0]=AZWIeNpxFcqUfXAe-QX4PuIphCVEr_qw6P1qNCtaxeppSLq2g7-7XYueBhKnSK5-W72VvtRZBMMfd8uCSvCCBspPWdNq4JKKz1tAOFGut62XVxCSKPnyanVfTfPtL9mqKQzHEDPfiJVEorTyefvIoi29Wx_cis1boTGO6ysFuHbg3cpR1Qzw1CD1DdutoNUZRQRHB3rpkztmEF3go4hj4Ws7&__tn__=%2CO%2CP-R
pfbid07B8C9ZKuYytmje2g72jaZBbXeVNpj1KtDKpzjhKvxDTuzSK3KzBxrFEu8BZ7Cuedl,Laphonza Butler,0,0,0,0,0,0,0,0,0,0,It’s not enough. There is much more work to be done to elect even more Democratic pro-choice women to Congress. We can do it with your help.,2023-01-05T00:00:00,[],https://external.ftll2-1.fna.fbcdn.net/emg1/v/t13/4021900519206747590?url=https%3A%2F%2Fimages.theconversation.com%2Ffiles%2F502176%2Foriginal%2Ffile-20221220-26-v51hp5.jpg%3Fixlib%3Drb-1.1.0%26rect%3D0%252C571%252C5232%252C2616%26q%3D45%26auto%3Dformat%26w%3D1356%26h%3D668%26fit%3Dcrop&fb_obo=1&utld=theconversation.com&stp=c0.5000x0.5000f_dst-jpg_flffffff_p500x261_q75&ccb=13-1&oh=06_AbFesgeAztDJ_0uAccIkhuPhRfn6xCdqU9bc_oCvUUKTyw&oe=653AA73B&_nc_sid=dbad39,https://www.facebook.com/laphonza/posts/pfbid07B8C9ZKuYytmje2g72jaZBbXeVNpj1KtDKpzjhKvxDTuzSK3KzBxrFEu8BZ7Cuedl?__cft__[0]=AZWtdUCUd6RB3bZTYLOxz69WmUFetB5EArdFl67IUdh-GRdmskw_RFXuXVg3I0XUiicSiIEz02GbD3zul2JqKXfBxSJtY7MzGJvo0ZzGmPMnlcWPDvqy_0pMEzl0Tn50pZkpuhN_3FMEr-56WtHE3by5KAyMGhV2COx6pE0EFBnybSmHtLekuYxZz13HbiS-gDcfosnZANgsrgCjbObDbZ-m&__tn__=%2CO%2CP-R
pfbid0345h1G8VsNnnuRM2m5EWVMZvbn77WTgpSBmS8MAHDKfCNcvspuFn5Y5r2usN7kpEul,Laphonza Butler,0,0,0,0,0,0,0,0,0,0,"At EMILY’s List, we know that it matters to our democracy that the people we help elect actually represent and reflect the people they serve.",2023-01-02T00:00:00,[],,https://www.facebook.com/laphonza/posts/pfbid0345h1G8VsNnnuRM2m5EWVMZvbn77WTgpSBmS8MAHDKfCNcvspuFn5Y5r2usN7kpEul?__cft__[0]=AZWfYsZxDm7KemcM9xJszRPWuCO2i4Jbfrg-QBn2l4eDVN5RS-Y-cN83Hv7vIQPwXmG3ti4nHlqCBb9O8TMo9cBR3iJakSZJAmAxNp7ZKM8VmPEluyNaeg-KFdIBQkeZJlTrNANI8mthOASzQFjVTRqArM2qowhd4UC9nvlS0GrvxvkrzWTLZVszHFlw3CkyU6uVW5OMnyO8gyiGUFiDBFjt&__tn__=%2CO%2CP-R
pfbid0VzCrpswWkPFN4JsfTLodkmYAkZhyZdaxDAvuV1yQrUTHdErNdmKW7h9CKzPjfDshl,Laphonza Butler,0,1,0,0,0,0,0,0,1,0,Happy New Year!,2023-01-01T00:00:00,[],https://scontent.ftll2-1.fna.fbcdn.net/v/t39.30808-6/323436692_1814910382207179_5460297488761422167_n.jpg?stp=dst-jpg_p526x296&_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_ohc=KeSCXOYY5mQAX99JUvO&_nc_ht=scontent.ftll2-1.fna&oh=00_AfCLtKFHk17tiR831I3z8W8qoFP1w0X32YP9bqFL75E5iQ&oe=653DEB22,https://www.facebook.com/laphonza/posts/pfbid0VzCrpswWkPFN4JsfTLodkmYAkZhyZdaxDAvuV1yQrUTHdErNdmKW7h9CKzPjfDshl?__cft__[0]=AZW5lXBWSxnoA4r-WqAKBFyR7X9SF7giD93w-HNISSGKO7B68npeKNXkwP4HFg0KDyLEqrQNut8SmRXP4qaN6al6mOHX_BB6Si87v1eweFm8Oy1oJGOJsVquIWugm9rQSnBGVu-cfXn_R0R8a0_cBUdIEw9wbT6I1G-uS8Tbb-hRUwu-8wLTj6EjH0hQRM_kfaisnjjbxufWgNa9suSCdC9R&__tn__=%2CO%2CP-R
pfbid02BzhefAYnkLDKoJ4NzzLHRK53yi8ZtgEodxGvwAQy6aHA5RcQYCD4wmTkUciF6V3Zl,Laphonza Butler,0,1,0,0,0,0,0,0,1,0,"A holiday message from me to the wonderful EMILY's List community. I am so grateful for all we have accomplished together this year, and I can’t wait to see what else we will accomplish in 2023.",2022-12-30T00:00:00,['blob:https://www.facebook.com/952c6243-dfc1-422a-bbdb-4d64318694f9'],https://scontent.ftll2-1.fna.fbcdn.net/v/t15.5256-10/318919192_5536580816450733_1611776641956950139_n.jpg?stp=dst-jpg_p180x540&_nc_cat=109&ccb=1-7&_nc_sid=1a7029&_nc_ohc=srVcQdQq08wAX9dojMY&_nc_ht=scontent.ftll2-1.fna&oh=00_AfCmj0I8qcZkvdZT-q-niNEacUNesuTr4ZJfvkE4ohpxUQ&oe=653DC578,https://www.facebook.com/laphonza/posts/pfbid02BzhefAYnkLDKoJ4NzzLHRK53yi8ZtgEodxGvwAQy6aHA5RcQYCD4wmTkUciF6V3Zl?__cft__[0]=AZUOMmsp48vMMBtvwha88QEw9DoKdahpiVbHoUBnKkCnsVLWSQ4IgCFClCf8PVhXC8SwOFMG-AZE-I_DF9hPOzKmU0qGDFTg2mkaldyh856ROsEPmhI5ITieZ3dNYdfMzDY84FLc0K_yqlA-aAOT_lfaTf-IMUZdItadN3aAle5oGq_OU7mX6v8_oDVQE2fv3yPGvjYYCHbwn2csJKgpAK37&__tn__=%2CO%2CP-R
pfbid02e1STYFrN1czKhpGAGspoZy7kgEczLaDvWJyjVinFMpAhik3yW8V3pymAjkyrGSyYl,Laphonza Butler,0,0,0,0,0,0,0,0,0,0,One of the major reasons I decided to get involved with the incredible mission at EMILY's List of electing Democratic pro-choice women to office everywhere was because of my daughter. She was involved in a mock election that made me realize the importance of making the world a better and fairer place for her generation.,2022-12-29T00:00:00,[],https://external.ftll2-1.fna.fbcdn.net/emg1/v/t13/11702166165760374011?url=https%3A%2F%2Fs.yimg.com%2Fny%2Fapi%2Fres%2F1.2%2FOtL2JjWwZCxdaPbrXjdiOw--%2FYXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-%2Fhttps%3A%2F%2Fs.yimg.com%2Fos%2Fcreatr-uploaded-images%2F2022-10%2Fb110b8e0-54cf-11ed-bf55-7cdb5242f716&fb_obo=1&utld=yimg.com&stp=c0.5000x0.5000f_dst-jpg_flffffff_p500x261_q75&ccb=13-1&oh=06_AbGgCBm_fh1TAJW34memDvcJxTOeRbNZWzME0pxOCL9bCg&oe=653AEC07&_nc_sid=dbad39,https://www.facebook.com/laphonza/posts/pfbid02e1STYFrN1czKhpGAGspoZy7kgEczLaDvWJyjVinFMpAhik3yW8V3pymAjkyrGSyYl?__cft__[0]=AZWNpZpiKOr1vBn2Q8w64RcJXELDnF9xEIwcu_fYqp3jymJ8i9rqqLOs6jkZ9i8J6_lftE03CJTnARhri8UKjuLgfETf4_l4nC5FhBeMtOpwhFek7D4CPWrNTtuicqNAxURGcWCiMzdR_UirXc3vxfrSvu6p2TSmsZvlbqH5Q0uEv2xmR-mvv9LujVgPoWhQSwXgbloxPbNB4x3Y2O-xGop8&__tn__=%2CO%2CP-R
pfbid0uDkPFbcduLJmzfNJefbFdbY1aQsDKQgGCJqKBu2h5z4HY3ECJVDZyoM7SneFw7scl,Laphonza Butler,0,1,0,0,0,0,0,0,1,0,We won’t ever stop fighting at EMILY’s List to elect more Democratic pro-choice women to office everywhere.,2022-12-26T00:00:00,[],,https://www.facebook.com/laphonza/posts/pfbid0uDkPFbcduLJmzfNJefbFdbY1aQsDKQgGCJqKBu2h5z4HY3ECJVDZyoM7SneFw7scl?__cft__[0]=AZUm-ThRjetxmMi74fJ7I0LE4ay3f8EabASxKhnNmHCuWz7UCFss3aReYA3LqM0gmkJ78KRDlwvbrmrujSTIDRjY55IGuvDtnaE28JLl7Kur8pvk4VpZ9U6Hb955RoQpg2yMgIj-9i8-uAfk6BOuG8s55Yam0zBgGeddDGx_iPdIMt5Ij-4rQpiIb5lTTiDo4s_-axfbgqIHrh1SwrVkQs2T&__tn__=%2CO%2CP-R
pfbid02C461XSwoXWdvwF2KvcVq28eYibu7mKzqbpWTvGEnruBNgaY6uEzoyVzZsKzuectnl,Laphonza Butler,0,2,0,0,0,0,0,0,2,0,Happy Kwanzaa!,2022-12-26T00:00:00,[],https://scontent.ftll2-1.fna.fbcdn.net/v/t39.30808-6/322186614_544194367607976_8021550074235417668_n.jpg?stp=dst-jpg_p526x296&_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=1GwjhChX1NYAX9BdZlx&_nc_ht=scontent.ftll2-1.fna&oh=00_AfBD12dSjMIeNiMdnsaTeHkEVbkD_ymW-tEfc4arTqUGrQ&oe=653F1FF6,https://www.facebook.com/laphonza/posts/pfbid02C461XSwoXWdvwF2KvcVq28eYibu7mKzqbpWTvGEnruBNgaY6uEzoyVzZsKzuectnl?__cft__[0]=AZWsALGWFv-rA3N1mAUJuRbzl2OZNe_6p10WEk3mdWxUGG_ZQi9kITtwEycS5vudP-IhlR-RuSIPG7Hxk45pN1NT9B62jPBR62cZZJF2rzRQG-FFCa6qYlt2xs21KMQJW6EDvH8MU5JZYTLJBaG_g1Q3OjASR2kJbFlOj8Pg4gnXucFrZyqibpPe9McxxmoUXgCTY4cJfKPa4WZv-Fyqi9Ia&__tn__=%2CO%2CP-R
pfbid0YTVK4n9pmf6H9EUTeAth2MfdsLvYYGHH3QFM6KfUJSVLZwWzpj5yzFRFSuoAza2ql,Laphonza Butler,0,3,0,0,0,0,0,0,3,1,Merry Christmas!,2022-12-25T00:00:00,[],https://scontent.ftll2-1.fna.fbcdn.net/v/t39.30808-6/322106373_738064634364706_4481322848283727923_n.jpg?stp=dst-jpg_p526x296&_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=bqGmSY2GNZsAX9CkshR&_nc_ht=scontent.ftll2-1.fna&oh=00_AfDOdn3p6BM6pQuEQUSzIdyT0P0UbuNgGTDAFV1dkIVLlg&oe=653EBA9B,https://www.facebook.com/laphonza/posts/pfbid0YTVK4n9pmf6H9EUTeAth2MfdsLvYYGHH3QFM6KfUJSVLZwWzpj5yzFRFSuoAza2ql?__cft__[0]=AZXyu188L86qMiUUHX1y1b5enrJuz98OFYFAtJsw_I-XVH7M2pp5_RTVlADRSwEw_yQzLVEvXHxeXW3tAKQGyGYwN5KQWBlcNkVSgVo7nfOo7jX81PykG8VrLvbu22iRsXOGzVj7IWIB7eF_NnOG8QX5yTKIJAU2XpMdJoo7lgXU1t0dN1fRSdyEoCTX33R7Y3i6G_vT_mFFUJ-XEzquHv9A&__tn__=%2CO%2CP-R
pfbid02PYGa4xU8RNuhtNDpZeC6yWjw3TuSo2dDnZZcYP3tonAe1aA94WabJ3j3bGZ1viXwl,Laphonza Butler,0,1,0,0,0,0,0,0,1,0,We own our freedom by voting. Let’s keep doing exactly that in 2023 and beyond to build upon our successes.,2022-12-24T00:00:00,[],,https://www.facebook.com/laphonza/posts/pfbid02PYGa4xU8RNuhtNDpZeC6yWjw3TuSo2dDnZZcYP3tonAe1aA94WabJ3j3bGZ1viXwl?__cft__[0]=AZXm-FyeRvdS8ZbzrclZ0tsZQvrP_sgUjOV_xYGQxkVoPgafUp19G_CdM_cmu2_pgf_MdKlKrQzzrXbfWUWdgUMCdXuVa_98cQhD9nC-IwqGyz6ZgaYYJNfUukGg0hFJsmY5Qow4scGs1S2E2btbDwVpIoFJ9ZB18HnPm_nGxuIdpRsPuh0IaKFdIRWwx6iYlZpYcjr2uXXDe3xv-FkHuP3h&__tn__=%2CO%2CP-R
pfbid02YwfUMqyWrge5vnpCtm2rhGHPHmL447NK5SFLKSLG1eGTZ5VbyV8gEinnCAcL1fU3l,Laphonza Butler,0,2,0,0,0,0,0,0,2,0,What a win by Jennifer McClellan! Voters have made the right choice.,2022-12-22T00:00:00,[],https://scontent.ftll2-1.fna.fbcdn.net/v/t39.30808-6/320903326_1219670325562127_8249337922965898197_n.jpg?stp=dst-jpg_p180x540&_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_ohc=hshWYzUm_HgAX_1aVMX&_nc_ht=scontent.ftll2-1.fna&oh=00_AfD9akJmCxnF2srIO_jrq8gY8AUVL-8ktqC2TVUD7C2oZA&oe=653EBD4F,https://www.facebook.com/laphonza/posts/pfbid02YwfUMqyWrge5vnpCtm2rhGHPHmL447NK5SFLKSLG1eGTZ5VbyV8gEinnCAcL1fU3l?__cft__[0]=AZWojKNcTsheK6IOfqKTfDQCKbOUQthu63K_KUrf5w4BvuUW2aJ7oK1rVZ9isLpzvK2BOykWG1KiyYMJrVv78VNRE1af3vx-dyAp-POG_WezHvbyGj2V1pRHoYurnnX_e6NpRLJIN6jzT7DhkxLKAVhUBCRKIW-xKTFSmLJTvQaU6jn_2iWMOdfw_inuPPjzSiheQWZ87xXigrNGeWTnk5LAvSBVcPYqYTcJ-qlHiD4eQZUqU7xyocLK6WCIzuyBoOM&__tn__=%2CO%2CP-R
pfbid0qNxeL9xQ2ZetgJ6nrhzMrzgRRZoCfaz236cuXnPqeRSUuy3U2YDEJ4uex7BUCTQrl,Laphonza Butler,0,0,0,0,0,0,0,0,0,0,This is our 2023 goal at EMILY’s List.,2022-12-22T00:00:00,[],https://scontent.ftll2-1.fna.fbcdn.net/v/t39.30808-6/320629631_6119924801374146_6543174488110161794_n.jpg?stp=dst-jpg_p526x296&_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_ohc=aeqsBcs_k4UAX-Wj2xP&_nc_ht=scontent.ftll2-1.fna&oh=00_AfAE-R3l1eOnpJKRzYjTZndyUK8W3U_dpmliauIovAUYHg&oe=653D7F6F,https://www.facebook.com/laphonza/posts/pfbid0qNxeL9xQ2ZetgJ6nrhzMrzgRRZoCfaz236cuXnPqeRSUuy3U2YDEJ4uex7BUCTQrl?__cft__[0]=AZXxDdXoD1w9b8ndeXDH68PSZZifJqmjxtUeKhMVBskLpj2DR9lgHUT2GxV5HNRHFE5UpFrHMnxo3BBylKXz2lozOZHshE3oqe8qb0z6MD-Nw7Foz5TVEJHH2hjhRDcvS3uoNqvdivhHfaztFWFxeIX_zbNUF0y_AjGVIBhJIhmmbK5Wu546_kn1mZnhpnyIoaby1rpNxqTTBS_aj_NM8Bb9&__tn__=%2CO%2CP-R
pfbid0mycmbw9eTvW7DigYv8Cgv7sCEufZnexbLw9vS28cmdTVUzNn4b7kTwGLMU9ezpRzl,Laphonza Butler,0,1,0,0,0,0,0,0,1,0,Be like Lauren Underwood for Congress. Run for office today. EMILY's List is here to help you run and win.,2022-12-21T00:00:00,[],https://scontent.ftll2-1.fna.fbcdn.net/v/t39.30808-6/321327059_871630473867617_8335585767164244890_n.jpg?stp=dst-jpg_p526x296&_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_ohc=mwCYMgA-X3YAX86VLOO&_nc_ht=scontent.ftll2-1.fna&oh=00_AfB8dWrobysXYTp-Qma7nr_JTfPFovis9qdb3vIlVNOsoA&oe=653ED9BC,https://www.facebook.com/laphonza/posts/pfbid0mycmbw9eTvW7DigYv8Cgv7sCEufZnexbLw9vS28cmdTVUzNn4b7kTwGLMU9ezpRzl?__cft__[0]=AZUjXbb4nKNPqLjyI2gHNvcDywAsQg2wGA-cMtInAl-NfkvXUf_Zl9xc78f_3L_JBg3I_T8ydXuZwQNilbW4KXTTw8Vrv4Xx5D2MePI7DXKgkf294gO0ufbdeNL-kG6wXcrErr5RQDeVct-I-hz5w7oWLQ_2tWIMdjemj1_tktn-QwIj2cUFiX5vHrKv7zWtSpsNoAvj76XxOf2wyOocxji_&__tn__=%2CO%2CP-R
pfbid02xpEHZGWEjGEdZEBwnk6Ah5LY3NBD8HRgpejAxe6Y847hwXYzkwft6GvSeEfBELvRl,Laphonza Butler,0,1,0,0,0,0,0,0,1,0,The right to reproductive freedom will be a huge part of every election going forward into 2023 and 2024 until we all get that right back.,2022-12-20T00:00:00,[],https://external.ftll2-1.fna.fbcdn.net/emg1/v/t13/17339143753936086843?url=https%3A%2F%2Fstatic.politico.com%2Ffc%2Fd6%2F9f12731d464c99dc8346458f0752%2Fabortion-bts.jpg&fb_obo=1&utld=politico.com&stp=c0.5000x0.5000f_dst-jpg_flffffff_p500x261_q75&ccb=13-1&oh=06_AbHZbOSzGiqkGewOTXDmtZ_zeLiKH6MPuiDWsGyNJKUA8g&oe=653ACD1C&_nc_sid=dbad39,https://www.facebook.com/laphonza/posts/pfbid02xpEHZGWEjGEdZEBwnk6Ah5LY3NBD8HRgpejAxe6Y847hwXYzkwft6GvSeEfBELvRl?__cft__[0]=AZXJCxh1Fc_OttiJ8N2hNWy7mvf4ogFkuhFUlpbEfjyA8NFM2S3_CTopbPYh00Jw5XrlEP1m5ELzaMLPuZbQW3Wj9intlwSc07HnDWpSveapW_7IpDO36abKoFNTrwNANjlXr4a9bMTG-EFwL7zwF2lQEptES3EEI0_DQ7TDxLfIChKuzKiDAgpDGXcxWLXLPmPtKD62jSZa8oDN8MT9ds2g&__tn__=%2CO%2CP-R
pfbid0d4j4nhzLVaScCqG9b8N1jcmVsPBLJAwoYWKTVKSVnrn1VQh8deDPEv7TPPpbNqmWl,Laphonza Butler,0,1,1,0,0,0,0,0,2,0,I’m excited to see Virginians use the power of their vote today to send Jennifer McClellan to Congress. She will fight to protect reproductive freedom for Virginians.,2022-12-20T00:00:00,[],https://external.ftll2-1.fna.fbcdn.net/emg1/v/t13/14261496502394552527?url=https%3A%2F%2Fewscripps.brightspotcdn.com%2Fdims4%2Fdefault%2Ff15e4ff%2F2147483647%2Fstrip%2Ftrue%2Fcrop%2F976x512%2B0%2B107%2Fresize%2F1200x630%21%2Fquality%2F90%2F%3Furl%3Dhttp%253A%252F%252Fewscripps-brightspot.s3.amazonaws.com%252Fce%252F85%252F698876f346de9a2d6c9dcf42b6d8%252Fjennifer-mcclellan-4th-congress-district.jpg&fb_obo=1&utld=brightspotcdn.com&stp=c0.5000x0.5000f_dst-jpg_flffffff_p500x261_q75&ccb=13-1&oh=06_AbF5ujMSFCa_P-xk9uBtRvw_xRNb9Fz85ozYVfdZ_vKaIA&oe=653AA997&_nc_sid=dbad39,https://www.facebook.com/laphonza/posts/pfbid0d4j4nhzLVaScCqG9b8N1jcmVsPBLJAwoYWKTVKSVnrn1VQh8deDPEv7TPPpbNqmWl?__cft__[0]=AZVqgc2TdHK3Kw3Gmh23vUq2W0ObkT9tNaAkFy4wmNyoL2OvAlqz-BZOMQtszDO6zWLYHjzJOLbItcBDD8ch6o1KbV9TtnPs8cnPuijpQL86Ta9q6nv7H0wsLPeAXzsac8qK3uAu3qAoJzEAC9IJz3I87n7-c38cyV0VDhAqbSui3CqAVH9vRU4qryOobjxHj-FMYslvIQO9em23y2ANhl97&__tn__=%2CO%2CP-R
pfbid0Hwb52QuDy9Z4cUhsqZe2nZj8u8UFXyzXQm4FHvn1UpxzTga8KrYztmTQVgzWm9LLl,Laphonza Butler,0,0,0,0,0,0,0,0,0,0,We have to hold the line against a national abortion ban by helping elect more Democratic pro-choice women to office. You can help by donating here: ,2022-12-19T00:00:00,[],https://external.ftll2-1.fna.fbcdn.net/emg1/v/t13/4630404238480819393?url=https%3A%2F%2Femilyslist.org%2Fassets%2Fimages%2Fstatic%2Fel-logo-web-notag-meta.png&fb_obo=1&utld=emilyslist.org&stp=c0.5000x0.5000f_dst-jpg_flffffff_p500x261_q75&ccb=13-1&oh=06_AbELZxTPjUUq5a2fVmXRmXQbTd8ZuIgy3K21EuHOdVo67g&oe=653AA85D&_nc_sid=dbad39,https://www.facebook.com/laphonza/posts/pfbid0Hwb52QuDy9Z4cUhsqZe2nZj8u8UFXyzXQm4FHvn1UpxzTga8KrYztmTQVgzWm9LLl?__cft__[0]=AZU46rHgPWIxT2VFSUaRTP2hSIkygYPWQLh3pzjRZZQeD90yzdDIy0SyrpDbQgG_hm4g8cJAJesj5E9IMkyXj3aIj0nIqw0DsL9wDtBUnL6uACdAqnNGMgB7IYL-x2viTSYFPXO7vU6-_TLbif5WmgcsabHUW_Szdi8VqxcTuaHe9xj6YOk9EBXgMLsQrQAR8eA7xPjeTsTL9MIpBdm5_Obs&__tn__=%2CO%2CP-R
pfbid0PVeav5cbjTHaVeKhYCh4mZqy76p3yLJDerMV2RZV9FpBsZQJ5YGdxhR2Gj7jbqpLl,Laphonza Butler,0,3,0,0,0,0,0,0,3,0,Happy Hanukkah!,2022-12-19T00:00:00,[],https://scontent.ftll2-1.fna.fbcdn.net/v/t39.30808-6/320490247_2465268010291216_2721282507372836598_n.jpg?stp=dst-jpg_p526x296&_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=RsZoiNvhJzMAX9zStD7&_nc_ht=scontent.ftll2-1.fna&oh=00_AfBR3IWUXQAdpxkNHGt3Mf-o6yrlA7bMhj9meUqu1pcs1A&oe=653E0132,https://www.facebook.com/laphonza/posts/pfbid0PVeav5cbjTHaVeKhYCh4mZqy76p3yLJDerMV2RZV9FpBsZQJ5YGdxhR2Gj7jbqpLl?__cft__[0]=AZVBZwc2DbKP1-MF95rzp__NQzS6GuUVpWqbX5dL0R1SBqMmODiMoZisYfi4SfC2OI_amJRbGnQDfHaSgFVPrh7zFndoU_gzzLBWv-utyCxd_oM1NW29Cl405pZgMClMWdedR1IYmIG9ligXqt3TxLC4HcTDIB-J3qHcW9YCtCL19tnhsraxqdvaS-w5JxZ6npie2In_sT8EJiKlEmMyWnpx&__tn__=%2CO%2CP-R
pfbid02R6oayjWCCdTm1rjqqefWNKsTyUHeSAmXz3g24hdK4hDAwRrAsADmtV64zVaokUbFl,Laphonza Butler,0,1,0,0,0,0,0,0,1,0,The election for VA-04 is on Dec. 20! Let’s send Jennifer McClellan to Congress to add to the Democratic pro-choice ranks.,2022-12-18T00:00:00,[],https://scontent.ftll2-1.fna.fbcdn.net/v/t39.30808-6/320802078_706909474091145_8838209499501580569_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_ohc=FL-RPhMcCMMAX8L-3Sg&_nc_ht=scontent.ftll2-1.fna&oh=00_AfAUJn3agz3ODZ_ENjJfpYL0lLMbgu4aHmqznn-h01vftA&oe=653D758A,https://www.facebook.com/laphonza/posts/pfbid02R6oayjWCCdTm1rjqqefWNKsTyUHeSAmXz3g24hdK4hDAwRrAsADmtV64zVaokUbFl?__cft__[0]=AZVD4HTfm6DYdHzGGo3cIphdDDzHozY9O5vn8U_fzrHNY6ccA_MJp5JGEhrwqDNk23eXIw5fU3-3iFYqDcUFLBsWlrshq8PQd8jPVsrAPXOVJazuP22lshDedaY5cCHC-N1P4ccazYhrzGVGneJ3D2mtju08SJz6Ihu3VRt13BSZswxw71JvuDHjR9nPVfCneqntDZ4XK6YdMpqADrkVqtqy&__tn__=%2CO%2CP-R
